Id,ProductId,Score,Summary,Text,Sentimiento
71994,B007K449CE,2,"No better...no worse...than regular shampoo...for us, at least","First, to the efficacy of the product:<br />It leaves a filmy coating on our hands (and, we assume, other skin areas, including scalp) even after many rinsings...not a pleasant feeling...and yet, we do not notice any real difference in dandruff control. We used it every other day for a week.<br /><br />In addition, the scent is very strong...and some may find it unappealing.<br /><br />Finally, as at least one other reviewer has noted, the packaging does not hold up well in transit: our sample arrived in a padded yellow envelope via USPS and was leaking all over the place. We thought it was inadvertently damaged during shipping...and disposed of it; Amazon very nicely shipped another one out, but that, too arrived in a leaky mess. This time, we cleaned it off and proceeded to test it out, with the above results. So, if someone does order it online, just be aware that this might be an issue.<br /><br />So, overall, we cannot fully recommend ""CLEAR MEN SCALP THERAPY Anti-Dandruff Shampoo, Strong & Full"" based on experience, but as with any product like this, it might produce better results for others, so it might be worth a try. Just be careful with the shipping, and maybe wait for a decent price for the first time around.",Negativo
72029,B007K449CE,3,"Does the job, but a bit harsh","While I can't fault this shampoo for it's effectiveness on dandruff, it accomplishes that goal somewhat harshly with regard to my hair. It leaves it very dry and makes my scalp itchy.<br /><br />I've used other versions of this brand that have a conditioner built-in, and it seems that's a necessity to both get rid of the dandruff without causing problems.<br /><br />On the plus side, it lathers well and the scent is nice. It would probably be fine if you followed it with a conditioner, but on its own it's a bit to harsh for my needs.",Neutral
72201,B000LKUAK4,2,Too hot for me.,"My title for this review says it all.  I like the Stonewall's Jerquee products, but this flavor is just too hot for my mouth.",Negativo
72660,B004X3VRLG,5,My dog absolutely loves these,"I have no idea how well these help with my dog's digestion, but I know this: My Jack Russell Terrier absolutely loves these treats. There are only 7 in a bag, but it takes her about half an hour to destroy one of these - and she chews it until it is gone so there are no leftover bits like she leaves behind when she chews a rawhide.",Positivo
72898,B000H7D1J8,5,Fantastic!,"This is my favourite tea! At work, I sometimes cannot get to it right away and it doesn't matter how long it sits, it doesn't get that bitter bitter ""like your drinking a dandelion"" taste. It's refreshing and I can't start my day without it!",Positivo
72941,B002CZNCPG,1,My dog spat it out,This is the first and only treat my dog has ever spat out. He likes the Halo dog food but not these!,Negativo
73224,B000EPUPSS,3,NOT BEER BREWING YEAST,"I was searching Amazon for beer brewing yeast and this popped up among the other turbo yeast packets and things. I thought it looked like a good deal, and didn't realize that it was deactivated for supplement use. Don't buy this for your homebrew!<br /><br />Shipping was fast though...",Neutral
73261,B001EQ4IAC,2,Not successful with this mix,"I made the buttermilk version and followed directions to the letter, except that I rolled them thinner than the box said.  I didn't notice until after I'd cut them out that it said to roll out the dough to 1-1/2"" thickness, and I think mine were about 1/2"" thick.  So it may have been my fault, but the finished biscuits were flat, chewy and very dense (almost like a cookie).  I would think they should have risen a LITTLE more than that, even if rolled too thin.  Also, I would recommend SALTED butter rather than unsalted -- they definitely needed more salt.  Another thing -- unless you have a food processor with a very large bowl, don't try to do these in the processor.  My machine is about a 3 cup capacity and it just wasn't breaking up the butter, so I had to dump it all into a bowl and make them by hand.  What a mess!",Negativo
73369,B004P12TT0,3,Not the taste I remembered,"The sauce is ok, but it's certainly different than what I remembered the Carolina Honeys sauce tasting like.  I am going to buy a bottle from a Tony Roma's the next time I am in LV and see if it tastes any different.  Price was excellent and it wasn't unusable just different.",Neutral
73383,B004EREJNY,5,Nature's Recipe Training Treats,"After trying several types of training treats, I found one that my puppy LOVES!  These treats are all natural and the company is solid and compassionate.  You can't go wrong with these treats for your pet!<a href=""http://www.amazon.com/gp/product/B004EREJNY"">Nature's Recipe Training Treats - Large - 7 oz</a>",Positivo
73583,B000SATHH4,5,Christmas tea,Very nice small size box to give as part of a gift basket or favors for  holiday parties-- great tasting too! Good value-- will order again!,Positivo
73882,B001E5E3IA,1,Zero'd Out,"With all of the buzz about artificial sweeteners, I am open to finding an alternative to Splenda. I indulge in an occasional Diet Coke, but have been looking for something to sweeten coffee in the cooler weather and my iced green tea or iced coffee in the warmer months.<br /><br />I brewed a gallon of green tea and chilled it. Since some guests prefer sugar or unsweetened, I normally add sweetener when I pour a glass of tea. The first time, I poured it in a see-thru sport bottle to tote along with me during the day. I added some ""Zero"". It didn't dissolve. I stirred. Still didn't dissolve. I let it sit for a while, still didn't dissolve. Tried sipping it - all of the ""Zero"" was still at the bottom. Shook ferociously. Left on counter for hours, thinking room temp would help. (Nope) Five days later, the ""Zero"" in the see-thru sport bottle, still hadn't dissolved. I eventually poured it out. (As an odd note: It left a white film on the lip of the bottle opening.)<br /><br />So I brewed a 1/2 gallon of green tea and added some ""Zero"" to it while it was still warm. It dissolved. Then I put in fridge to cool. Poured a glass - I used a generous amount of ""Zero"" - but the level of sweetness was marginal.<br /><br />I'll wait until cooler weather and give it a shot for sweetening my coffee, but I find it to be a poor performing and pricey useless product.",Negativo
73910,B004JRKEH4,3,"Not bad, not great, just okay","I tried this chipotle sauce on a sandwich. It was not bad. But it was not great either. Just okay. The taste seems a bit bland, and more of a me-too, mass-produced flavor that you might see in a fast-food restaurant than something original or tasting special. Given that this is a Taco Bell product, that's not surprising.",Neutral
73912,B004JRKEH4,3,"Bold in calories, but not on flavor","The flavor of this creamy, ranch-like chipotle sauce is very mild, with a hint of smoky, cheesy pepper flavor.  It tastes okay, and it goes well with tacos to complement the taste.  However, it didn't knock my socks off.  For those concerned about nutrition, 2 tablespoons of the sauce come in at 110 calories.  To me, something that rings up that many calories ought to really blow you away taste-wise in order to make it worth it.  There is a long list of artificial ingredients (which may explain the bright orange color).  The sauce overall is fairly bland, not bold as the label suggests.  Those who prefer spicier, fresher flavors at a lower nutritional price tag should probably look elsewhere.",Neutral
